time,avg_power,avg_temp,int_power
0,0,300,0.99684246870747
0.01,7.5193314829584e-16,300.00000000596,1.0008525915527
0.02,7.5592110244994e-16,300.00000001794,1.0061607153657
0.03,7.6075084134003e-16,300.00000003,1.0125892877671
0.04,7.6580040409238e-16,300.00000004214,1.0193104543741
0.05,7.7098465710624e-16,300.00000005437,1.0262108990162
0.06,7.76294445039e-16,300.00000006667,1.0332784355722
0.07,7.8173180795325e-16,300.00000007907,1.0405157794457
0.08,7.8730059729017e-16,300.00000009155,1.0479280570564
0.09,7.9300509705961e-16,300.00000010412,1.0555209705898
0.1,7.98849825352e-16,300.00000011678,1.063300533802
0.11,8.0483951336315e-16,300.00000012954,1.0712730441007
0.12,8.1097911207859e-16,300.00000014239,1.0794450914423
0.13,8.1727380418567e-16,300.00000015534,1.0878235741876
0.14,8.2372901709862e-16,300.0000001684,1.0964157164382
0.15,8.3035043783786e-16,300.00000018156,1.1052290878421
0.16,8.3714402786541e-16,300.00000019482,1.1142716233396
0.17,8.441160399754e-16,300.00000020819,1.1235516456456
0.18,8.5127303585197e-16,300.00000022168,1.1330778886198
0.19,8.5862190511333e-16,300.00000023528,1.1428595226149
0.2,8.6616988571805e-16,300.000000249,1.1529061816385
0.21,8.7392458579997e-16,300.00000026284,1.1632279924158
0.22,8.818940075368e-16,300.00000027681,1.1738356061602
0.23,8.9008657214233e-16,300.0000002909,1.1847402318383
0.24,8.9851114779361e-16,300.00000030513,1.1959536733426
0.25,9.0717707866533e-16,300.00000031949,1.207488368137
0.26,9.1609421729013e-16,300.00000033399,1.2193574303301
0.27,9.2527295839772e-16,300.00000034864,1.2315746957157
0.28,9.3472427732372e-16,300.00000036344,1.2441547728973
0.29,9.4445976915846e-16,300.00000037838,1.257113095396
0.3,9.5449169306309e-16,300.00000039349,1.2704659806375
0.31,9.648330198207e-16,300.00000040875,1.2842306932442
0.32,9.7549748335495e-16,300.00000042419,1.2984255136086
0.33,9.8649963676112e-16,300.00000043979,1.3130698124728
0.34,9.9785491325179e-16,300.00000045557,1.3281841320497
0.35,1.0095796928185e-15,300.00000047154,1.3437902747522
0.36,1.021691374651e-15,300.0000004877,1.3599113995861
0.37,1.0342084564475e-15,300.00000050405,1.3765721277153
0.38,1.0471506210539e-15,300.0000005206,1.3937986577816
0.39,1.0605388313259e-15,300.00000053737,1.4116188921704
0.4,1.0743954341641e-15,300.00000055435,1.4300625754853
0.41,1.0887442748066e-15,300.00000057155,1.4491614466759
0.42,1.1036108222344e-15,300.00000058899,1.4689494059574
0.43,1.1190223072455e-15,300.00000060666,1.4894626985931
0.44,1.1350078752015e-15,300.00000062459,1.5107401182054
0.45,1.1515987534841e-15,300.00000064277,1.5328232296673
0.46,1.1688284387617e-15,300.00000066123,1.5557566183619
0.47,1.1867329011868e-15,300.00000067996,1.5795881619767
0.48,1.2053508145153e-15,300.00000069898,1.6043693368017
0.49,1.2247238083817e-15,300.00000071831,1.6301555535177
0.5,1.2448967519653e-15,300.00000073795,1.6570065347668
0.51,1.2659180681536e-15,300.00000075791,1.6849867333165
0.52,1.2878400854375e-15,300.00000077822,1.7141658004464
0.53,1.3107194316672e-15,300.00000079888,1.7446191100519
0.54,1.3346174747268e-15,300.00000081992,1.7764283452001
0.55,1.3596008188524e-15,300.00000084134,1.8096821587488
0.56,1.3857418618075e-15,300.00000086317,1.8444769149682
0.57,1.4131194253595e-15,300.00000088542,1.8809175287304
0.58,1.4418194646485e-15,300.00000090812,1.9191184097077
0.59,1.4719358774674e-15,300.00000093129,1.9592045395547
0.6,1.5035714171732e-15,300.00000095495,2.0013126870309
0.61,1.5368387355866e-15,300.00000097912,2.0455927961396
0.62,1.5718615747188e-15,300.00000100383,2.0922095723642
0.63,1.6087761253099e-15,300.00000102911,2.1413442909358
0.64,1.6477325901611e-15,300.000001055,2.1931968776897
0.65,1.6888969822079e-15,300.00000108152,2.2479883023718
0.66,1.7324531956561e-15,300.00000110872,2.3059633354022
0.67,1.7786054073832e-15,300.00000113662,2.3673937442343
0.68,1.8275808606284e-15,300.00000116528,2.4325819985564
0.69,1.8796331177158e-15,300.00000119474,2.5018655997936
0.7,1.9350458372087e-15,300.00000122505,2.5756221086491
0.71,1.9941372341509e-15,300.00000125627,2.6542750818606
0.72,2.0572652996095e-15,300.00000128846,2.738301019617
0.73,2.1248339916812e-15,300.00000132169,2.8282376060316
0.74,2.1973005574651e-15,300.00000135602,2.9246934549754
0.75,2.2751842551388e-15,300.00000139154,3.0283597195034
0.76,2.359076802177e-15,300.00000142835,3.140023998845
0.77,2.449654889467e-15,300.00000146653,3.2605869951833
0.78,2.5476953051313e-15,300.00000150621,3.3910826440581
0.79,2.654093264938e-15,300.0000015475,3.5327025128627
0.8,2.7698847315753e-15,300.00000159055,3.6868255086764
0.81,2.8962737643585e-15,300.00000163551,3.8550542817996
0.82,3.034666177829e-15,300.00000168256,4.0392600266734
0.83,3.1867112218564e-15,300.0000017319,4.2416379597342
0.84,3.3543535104521e-15,300.00000178377,4.4647764387065
0.85,3.5398981127839e-15,300.00000183842,4.7117436013042
0.86,3.7460925770382e-15,300.00000189615,4.9861965422157
0.87,3.9762312161023e-15,300.00000195732,5.2925201214494
0.88,4.2342883378683e-15,300.00000202232,5.6360042991066
0.89,4.5250899846585e-15,300.00000209164,6.0230727273118
0.9,4.8545367890714e-15,300.00000216582,6.4615793801072
0.91,5.2298956061326e-15,300.00000224552,6.9611967273144
0.92,5.6601844558559e-15,300.00000233152,7.5339281082231
0.93,6.1566847884839e-15,300.00000242476,8.1947895767704
0.94,6.7336296690437e-15,300.00000252637,8.9627259022496
0.95,7.4091375924863e-15,300.00000263772,9.8618535139851
0.96,8.2064910733766e-15,300.00000276051,10.923162354492
0.97,9.1559075026409e-15,300.00000289682,12.186872959449
0.98,1.0297016892725e-14,300.00000304927,13.705734433947
0.99,1.1682369356063e-14,300.00000322117,15.54969304427
1,1.3382460257335e-14,300.00000341672,17.812580893172
1.01,1.5493019377567e-14,300.00000364138,20.621818083953
1.02,1.8145716863492e-14,300.00000390226,24.152662760094
1.03,2.1524112209588e-14,300.00000420874,28.649439827572
1.04,2.5887738608501e-14,300.00000457346,34.457598172435
1.05,3.1609012872955e-14,300.00000501352,42.072839218421
1.06,3.9230670472e-14,300.00000555256,52.217565218941
1.07,4.9556553600274e-14,300.0000063163,65.961721747682
1.08,6.3797510108799e-14,300.00000720264,84.916994913252
1.09,8.3809881069842e-14,300.00000835378,111.55424768699
1.1,1.1249228893051e-13,300.00000988011,149.73166053985
1.11,1.5445802488849e-13,300.00001194876,205.58970548239
1.12,2.171963168921e-13,300.00001481793,289.09683944203
1.13,3.1311779986349e-13,300.00001889476,416.77210557199
1.14,4.6323160293938e-13,300.00002483528,616.57948097731
1.15,7.0389647013843e-13,300.00003372031,936.91388382373
1.16,1.0994894324367e-12,300.00004737217,1463.4636740899
1.17,1.7667225719257e-12,300.00006893764,2351.5772229648
1.18,2.9224239301498e-12,300.000103986,3889.8611809201
1.19,4.9797331935189e-12,300.0001626291,6628.2207180738
1.2,8.7467204714877e-12,300.00026371626,11642.228929009
1.21,1.5847406663886e-11,300.00044335705,21093.521499118
1.22,2.9639077127292e-11,300.00077270561,39450.777269662
1.23,5.7269401399709e-11,300.00139615792,76227.825491468
1.24,1.1443235134534e-10,300.00261586072,152313.95991119
1.25,2.3672613663557e-10,300.00508484352,315091.797569
1.26,5.0774057893703e-10,300.01026316774,675822.67843251
1.27,1.1311951491096e-09,300.02153885287,1505665.2298734
1.28,2.6240272694378e-09,300.0470770357,3492683.4905039
1.29,6.3566188704113e-09,300.10746489317,8460909.7026929
1.3,1.6130178481045e-08,300.25698841581,21469901.908346
1.31,4.2873882817289e-08,300.6449982445,57066824.127152
1.32,1.1737247883117e-07,301.68507399622,156227385.22126
1.33,3.0807904534067e-07,304.38200575627,410065325.14553
1.34,6.800240852861e-07,310.3701734332,905138800.76227
1.35,1.2080454543577e-06,321.3472580243,1607956008.4456
1.36,1.8665111162985e-06,339.38372973519,2484399699.9081
1.37,2.6728590891267e-06,367.77758172584,3557680562.9146
1.38,3.5809659893888e-06,410.91544743352,4766406560.1973
1.39,4.3783951888419e-06,471.82236760627,5827816185.0888
1.4,4.7024976014749e-06,546.9666690683,6259209242.2427
1.41,4.3002940880478e-06,623.71852817789,5723860548.4472
1.42,3.3327488637733e-06,687.64863634256,4436019804.3766
1.43,2.2564127316651e-06,732.52240582689,3003374083.572
1.44,1.4127441300806e-06,760.82185282909,1880417995.9891
1.45,8.7383922190022e-07,778.05202873547,1163114369.7397
1.46,5.6710422216896e-07,788.85784665229,754838022.15968
1.47,4.0288243824069e-07,796.19212800281,536252369.41693
1.48,3.1804335242671e-07,801.71910573928,423328209.74
1.49,2.7576449797667e-07,806.33175886101,367053391.77061
1.5,2.5616836750856e-07,810.50367232088,340970171.46247
1.51,2.488394622178e-07,814.48829385458,331215110.29738
1.52,2.4835979906653e-07,818.42485857861,330576659.77943
1.53,2.5190360488801e-07,822.39319800375,335293604.69481
1.54,2.5799089240732e-07,826.44206864548,343396023.77728
1.55,2.6584830453875e-07,830.6039328016,353854548.33199
1.56,2.7508004989525e-07,834.90280029041,366142364.45756
1.57,2.8549660055366e-07,839.35847265422,380007203.0347
1.58,2.9702419902105e-07,843.98889137924,395350889.93966
1.59,3.0965622339882e-07,848.81148248875,412164611.16502
1.6,3.2342642612419e-07,853.84399094218,430493292.53207
1.61,3.3839387517328e-07,859.10487825802,450415555.83998
1.62,3.5463374067613e-07,864.61374839016,472031455.48808
1.63,3.7223136002204e-07,870.39148322242,495454578.89755
1.64,3.9127758494631e-07,876.46037820059,520805853.301
1.65,4.1186454996194e-07,882.84419577722,548207913.35861
1.66,4.3408118800801e-07,889.56815157724,577779132.30975
1.67,4.5800807703511e-07,896.65882531641,609626762.57553
1.68,4.8371134245857e-07,904.14398296471,643838819.68428
1.69,5.1123545747715e-07,912.05229461376,680474499.21253
1.7,5.405949344761e-07,920.41292896172,719553117.71577
1.71,5.717650657336e-07,929.25500760339,761041788.2446
1.72,6.0467211371757e-07,938.60690836373,804842363.24393
1.73,6.3918361730596e-07,948.49540851526,850778531.75104
1.74,6.7509977150963e-07,958.94468198949,898584345.46767
1.75,7.1214713302419e-07,969.9751707478,947895840.60199
1.76,7.499760991712e-07,981.60238937515,998247682.24023
1.77,7.88163700579e-07,993.83569921849,1049076881.5146
1.78,8.2622283911077e-07,1006.677217269,1099735091.6489
1.79,8.636189425383e-07,1020.1208727231,1149510775.9844
1.8,8.997936971932e-07,1034.1518302515,1197660797.0716
1.81,9.341948955664e-07,1048.7463115144,1243450144.9994
1.82,9.6630996530979e-07,1063.8719437836,1286196565.8145
1.83,9.9569987838754e-07,1079.4886480824,1325315695.9357
1.84,1.0220297063962e-06,1095.5500670161,1360361732.4863
1.85,1.0450919750514e-06,1112.0054220714,1391058519.0343
1.86,1.0648199691582e-06,1128.801690229,1417317255.0318
1.87,1.0812892108639e-06,1145.885897039,1439238463.4267
1.88,1.0947073904761e-06,1163.2073418549,1457098588.1862
1.89,1.1053941435621e-06,1180.7195904496,1471323076.8208
1.9,1.1137538004723e-06,1198.3820607557,1482450108.9279
1.91,1.1202444370547e-06,1216.161141381,1491089401.476
1.92,1.1253468463106e-06,1234.0308065813,1497880908.8577
1.93,1.1295363373112e-06,1251.972740854,1503457286.1394
1.94,1.1332594534916e-06,1269.9760489198,1508412900.1943
1.95,1.1369166195175e-06,1288.0366415714,1513280732
1.96,1.1408509639527e-06,1306.1563879971,1518517499.169
1.97,1.145342712842e-06,1324.3421391852,1524496193.5875
1.98,1.150608241415e-06,1342.6047043141,1531504819.1953
1.99,1.1568026802913e-06,1360.9578386964,1539749860.9479
2,1.1640248984003e-06,1379.417305949,1549362917.2787
2.01,1.1340452667518e-06,1397.6954888207,1509458848.548
2.02,1.0895297584337e-06,1415.5146550124,1450206956.3188
2.03,1.0213812834433e-06,1432.3984999375,1359498656.0371
2.04,9.4088390815403e-07,1448.05732197,1252353483.8135
2.05,8.5786784137455e-07,1462.380245171,1141855834.1641
2.06,7.7929446419616e-07,1475.3936967793,1037271579.0911
2.07,7.0914384290082e-07,1487.2107755291,943898343.33937
2.08,6.4896580248145e-07,1497.9861002007,863799004.92447
2.09,5.9866164981953e-07,1507.8828807926,796842199.4243
2.1,5.5721092804317e-07,1517.0529092559,741669658.61093
2.11,5.2321479948642e-07,1525.6269726738,696419474.53901
2.12,4.9523930987287e-07,1533.7122791012,659182997.67366
2.13,4.7199655894671e-07,1541.3938690389,628245982.12524
2.14,4.5241588022461e-07,1548.7378421453,602183328.69843
2.15,4.3565065416689e-07,1555.7950636912,579868153.49097
2.16,4.21053473776e-07,1562.6045702414,560438732.32862
2.17,4.0813981934821e-07,1569.1965485001,543250150.43104
2.18,3.9655153153205e-07,1575.5945744703,527825683.61613
2.19,3.8602494715218e-07,1581.8173776597,513814385.82843
2.2,3.7636540008597e-07,1587.8801117641,500957148.8031
2.21,3.6742782806603e-07,1593.7952802815,489060888.95743
2.22,3.5910256381861e-07,1599.5734038004,477979634.83715
2.23,3.5130518215851e-07,1605.2234865505,467601013.20059
2.24,3.4396936960792e-07,1610.7533499201,457836758.20088
2.25,3.370419523402e-07,1616.1698817982,448616093.38359
2.26,3.3047945253268e-07,1621.4792068133,439881148.05691
2.27,3.2424567676334e-07,1626.6868261248,431583747.35275
2.28,3.1831003057567e-07,1631.7977109957,423683168.8463
2.29,3.1264630605453e-07,1636.816385699,416144528.77186
2.3,3.0723180625238e-07,1641.7469856595,408937616.59962
2.31,3.0204668866361e-07,1646.5933128186,402036021.17429
2.32,2.9707347580272e-07,1651.3588706852,395416479.27533
2.33,2.9229666807278e-07,1656.0469031609,389058360.32967
2.34,2.8770244408034e-07,1660.6604201971,382943267.51908
2.35,2.8327841648055e-07,1665.2022252161,377054712.80041
2.36,2.7901343503922e-07,1669.6749342524,371377854.77343
2.37,2.7489742277434e-07,1674.0809949999,365899280.57882
2.38,2.7092124083719e-07,1678.4227023791,360606826.0495
2.39,2.6707657251334e-07,1682.7022133933,355489421.31152
2.4,2.6335582794903e-07,1686.9215579709,350536963.97102
2.41,2.5975205954895e-07,1691.082651397,345740206.50543
2.42,2.5625889209444e-07,1695.1873022251,341090663.24797
2.43,2.5287046028441e-07,1699.2372225674,336580527.25226
2.44,2.4958135571326e-07,1703.2340347572,332202599.71773
2.45,2.463865807178e-07,1707.1792780422,327950228.55813
2.46,2.4328150698177e-07,1711.0744159469,323817253.30251
2.47,2.4026184041573e-07,1714.9208405031,319797958.34894
2.48,2.3732358932393e-07,1718.7198780632,315887030.5934
2.49,2.3446303661395e-07,1722.4727937852,312079522.43971
2.5,2.3167671498479e-07,1726.180795968,308370818.77387
2.51,2.2896138529876e-07,1729.8450389991,304756608.17624
2.52,2.2631401646988e-07,1733.4666279797,301232856.15214
2.53,2.2373176827413e-07,1737.0466211086,297795782.25175
2.54,2.2121197541996e-07,1740.5860329414,294441838.86718
2.55,2.1875213354727e-07,1744.0858367205,291167692.59664
2.56,2.1634988637641e-07,1747.5469672768,287970207.13926
2.57,2.1400301419159e-07,1750.9703230922,284846427.96603
2.58,2.1170942358535e-07,1754.3567681446,281793568.66929
2.59,2.0946713779132e-07,1757.7071342242,278808998.09525
2.6,2.0727428833282e-07,1761.0222225108,275890229.22799
2.61,2.0512910711732e-07,1764.3028051134,273034908.6668
2.62,2.0302991925557e-07,1767.5496270947,270240807.06824
2.63,2.0097513674064e-07,1770.7634073327,267505810.73261
2.64,1.9896325236308e-07,1773.9448401822,264827913.50487
2.65,1.9699283440965e-07,1777.0945964635,262205209.71841
2.66,1.9506252151553e-07,1780.2133250876,259635887.34309
2.67,1.9317101817844e-07,1783.3016536936,257118222.01443
2.68,1.9131709058494e-07,1786.3601896966,254650571.47823
2.69,1.8949956263656e-07,1789.3895215093,252231370.30117
2.7,1.8771731237928e-07,1792.3902191845,249859125.11834
2.71,1.8596926875894e-07,1795.3628353858,247532410.3145
2.72,1.8425440847349e-07,1798.3079061329,245249863.83441
2.73,1.825717532236e-07,1801.2259514712,243010183.52317
2.74,1.8092036704294e-07,1804.1174762136,240812123.57279
2.75,1.7929935383507e-07,1806.9829707265,238654491.24368
2.76,1.7770785518932e-07,1809.8229112673,236536143.95745
2.77,1.7614504818405e-07,1812.6377608562,234455986.37307
2.78,1.7461014349511e-07,1815.4279695535,232412967.86903
2.79,1.731023835419e-07,1818.1939752398,230406080.07576
2.8,1.7162104077249e-07,1820.936203924,228434354.59304
2.81,1.7016541606604e-07,1823.6550703858,226496860.86353
2.82,1.6873483733309e-07,1826.350978253,224592704.30973
2.83,1.6732865800026e-07,1829.0243208807,222721024.31704
2.84,1.6594625578881e-07,1831.6754814558,220880992.60799
2.85,1.6458703147219e-07,1834.3048334542,219071811.58848
2.86,1.6325040771913e-07,1836.9127410452,217292712.80787
2.87,1.6193582805753e-07,1839.4995592839,215542955.57993
2.88,1.6064275582923e-07,1842.0656346119,213821825.59152
2.89,1.5937067326267e-07,1844.6113050383,212128633.66834
2.9,1.5811908058574e-07,1847.1369005088,210462714.59408
2.91,1.5688749515916e-07,1849.642743118,208823425.95686
2.92,1.5567545070584e-07,1852.1291474999,207210147.12351
2.93,1.5448249658562e-07,1854.5964208848,205622278.2743
2.94,1.5330819704775e-07,1857.0448635319,204059239.40782
2.95,1.5215213060527e-07,1859.4747688506,202520469.50836
2.96,1.5101388939108e-07,1861.8864236419,201005425.68875
2.97,1.4989307856882e-07,1864.2801083557,199513582.40631
2.98,1.4878931577634e-07,1866.6560972291,198044430.72193
2.99,1.4770223058422e-07,1869.0146585483,196597477.57952
3,1.4663146400701e-07,1871.3560547684,195172245.15531

